Frame, Time (ms), Delta (ms) , Memory (mb)
    1, 0.000, 0.000,9540
    2,25.376,25.376,9379
    3,50.973,25.597,9211
    4,76.224,25.251,9187
    5,101.570,25.346,9187
    6,126.574,25.004,9187
    7,151.506,24.932,9187
    8,176.931,25.425,9187
    9,202.153,25.222,9187
   10,227.397,25.244,9187
   11,252.973,25.576,9187
   12,278.224,25.251,9187
   13,303.340,25.116,9187
   14,328.581,25.241,9187
   15,353.908,25.327,9187
   16,379.918,26.010,9187
   17,405.273,25.355,9187
   18,431.201,25.928,9187
   19,456.948,25.747,9187
   20,482.437,25.489,9187
   21,509.117,26.680,9187
   22,535.997,26.880,9187
   23,562.142,26.145,9189
   24,588.245,26.103,9189
   25,614.308,26.063,9189
   26,640.001,25.693,9189
   27,665.412,25.411,9189
   28,691.057,25.645,9189
   29,716.301,25.244,9189
   30,741.778,25.477,9189
   31,767.334,25.556,9189
   32,792.518,25.184,9189
   33,818.133,25.615,9189
   34,843.489,25.356,9189
   35,869.329,25.840,9189
   36,894.868,25.539,9189
   37,920.112,25.244,9189
   38,945.913,25.801,9189
   39,971.252,25.339,9189
   40,997.214,25.962,9189
   41,1022.736,25.522,9189
   42,1048.464,25.728,9189
   43,1073.913,25.449,9189
   44,1099.177,25.264,9189
   45,1124.827,25.650,9189
   46,1150.406,25.579,9189
   47,1175.966,25.560,9189
   48,1201.599,25.633,9189
   49,1226.640,25.041,9189
   50,1252.507,25.867,9189
   51,1278.041,25.534,9189
   52,1303.618,25.577,9189
   53,1329.214,25.596,9189
   54,1354.613,25.399,9189
   55,1380.777,26.164,9188
   56,1406.237,25.460,9188
   57,1431.923,25.686,9188
   58,1457.634,25.711,9188
   59,1483.521,25.887,9188
   60,1509.131,25.610,9188
   61,1535.429,26.298,9188
   62,1561.098,25.669,9188
   63,1586.982,25.884,9188
   64,1612.926,25.944,9188
   65,1638.481,25.555,9188
   66,1664.377,25.896,9188
   67,1690.281,25.904,9188
   68,1715.730,25.449,9188
   69,1741.512,25.782,9188
   70,1767.233,25.721,9188
   71,1792.549,25.316,9188
   72,1818.109,25.560,9189
   73,1843.634,25.525,9189
   74,1869.529,25.895,9189
   75,1895.216,25.687,9189
   76,1920.560,25.344,9189
   77,1945.979,25.419,9189
   78,1971.187,25.208,9189
   79,1996.882,25.695,9189
   80,2022.837,25.955,9189
   81,2048.484,25.647,9189
   82,2073.541,25.057,9189
   83,2099.015,25.474,9189
   84,2124.558,25.543,9189
   85,2150.008,25.450,9189
   86,2175.139,25.131,9189
   87,2200.504,25.365,9189
   88,2225.789,25.285,9189
   89,2251.303,25.514,9189
   90,2276.387,25.084,9189
   91,2301.965,25.578,9189
   92,2327.283,25.318,9189
   93,2352.700,25.417,9189
   94,2378.368,25.668,9189
   95,2403.530,25.162,9189
   96,2429.102,25.572,9189
   97,2454.589,25.487,9189
   98,2479.816,25.227,9189
   99,2505.349,25.533,9189
  100,2531.052,25.703,9189
  101,2556.732,25.680,9189
  102,2582.807,26.075,9189
  103,2608.471,25.664,9189
  104,2634.086,25.615,9189
  105,2659.809,25.723,9189
  106,2685.382,25.573,9189
  107,2710.965,25.583,9189
  108,2736.150,25.185,9189
  109,2761.901,25.751,9189
  110,2787.109,25.208,9189
  111,2812.406,25.297,9189
  112,2838.017,25.611,9189
  113,2863.288,25.271,9189
  114,2888.783,25.495,9189
  115,2914.022,25.239,9189
  116,2939.235,25.213,9189
  117,2964.405,25.170,9189
  118,2989.317,24.912,9189
  119,3014.463,25.146,9189
  120,3039.399,24.936,9189
  121,3064.632,25.233,9189
  122,3090.059,25.427,9189
  123,3115.200,25.141,9189
  124,3140.098,24.898,9189
  125,3165.025,24.927,9189
  126,3190.106,25.081,9189
  127,3215.010,24.904,9189
  128,3240.029,25.019,9189
  129,3264.930,24.901,9189
  130,3290.028,25.098,9189
  131,3315.456,25.428,9189
  132,3340.501,25.045,9189
  133,3365.429,24.928,9189
  134,3391.156,25.727,9189
  135,3416.068,24.912,9187
  136,3441.209,25.141,9187
  137,3466.224,25.015,9187
  138,3491.348,25.124,9187
  139,3516.312,24.964,9187
  140,3541.109,24.797,9187
  141,3566.249,25.140,9187
  142,3591.808,25.559,9187
  143,3617.045,25.237,9187
  144,3641.767,24.722,9187
  145,3666.470,24.703,9187
  146,3691.613,25.143,9187
  147,3716.673,25.060,9187
  148,3741.570,24.897,9187
  149,3766.619,25.049,9187
  150,3791.546,24.927,9187
  151,3816.759,25.213,9187
  152,3841.846,25.087,9187
  153,3867.377,25.531,9187
  154,3892.243,24.866,9187
  155,3917.467,25.224,9187
  156,3942.488,25.021,9187
  157,3967.490,25.002,9187
  158,3992.838,25.348,9187
  159,4018.031,25.193,9187
  160,4043.087,25.056,9187
  161,4068.171,25.084,9187
  162,4093.097,24.926,9187
  163,4118.167,25.070,9187
  164,4143.786,25.619,9187
  165,4169.210,25.424,9187
  166,4194.409,25.199,9187
  167,4219.440,25.031,9187
  168,4244.905,25.465,9187
  169,4270.108,25.203,9187
  170,4295.508,25.400,9188
  171,4320.736,25.228,9188
  172,4346.246,25.510,9188
  173,4372.101,25.855,9188
  174,4397.555,25.454,9188
  175,4423.010,25.455,9188
  176,4448.559,25.549,9188
  177,4474.009,25.450,9188
  178,4499.440,25.431,9188
  179,4524.767,25.327,9188
  180,4550.250,25.483,9188
  181,4575.626,25.376,9188
  182,4601.247,25.621,9188
  183,4626.347,25.100,9188
  184,4651.753,25.406,9188
  185,4676.934,25.181,9188
  186,4702.111,25.177,9188
  187,4727.367,25.256,9188
  188,4752.719,25.352,9188
  189,4777.904,25.185,9188
  190,4803.084,25.180,9188
  191,4828.157,25.073,9188
  192,4853.263,25.106,9188
  193,4878.481,25.218,9188
  194,4903.842,25.361,9188
  195,4928.635,24.793,9188
  196,4953.431,24.796,9188
  197,4978.502,25.071,9188
  198,5003.243,24.741,9188
  199,5028.355,25.112,9188
  200,5053.241,24.886,9188
  201,5078.182,24.941,9188
  202,5103.253,25.071,9188
  203,5128.035,24.782,9188
  204,5153.002,24.967,9188
  205,5177.875,24.873,9188
  206,5203.642,25.767,9188
  207,5228.770,25.128,9188
  208,5253.900,25.130,9188
  209,5278.580,24.680,9188
  210,5303.670,25.090,9188
  211,5328.470,24.800,9188
  212,5353.580,25.110,9188
  213,5378.884,25.304,9188
  214,5403.880,24.996,9188
  215,5428.804,24.924,9188
  216,5453.848,25.044,9188
  217,5479.102,25.254,9188
  218,5504.435,25.333,9188
  219,5529.311,24.876,9188
  220,5555.055,25.744,9188
  221,5580.322,25.267,9188
  222,5605.464,25.142,9188
  223,5630.606,25.142,9188
  224,5655.762,25.156,9188
  225,5680.996,25.234,9188
  226,5706.435,25.439,9188
  227,5731.957,25.522,9188
  228,5757.626,25.669,9188
  229,5783.220,25.594,9188
  230,5808.833,25.612,9188
  231,5833.928,25.096,9188
  232,5859.118,25.190,9188
  233,5884.606,25.488,9187
  234,5909.531,24.925,9187
  235,5934.602,25.071,9187
  236,5959.500,24.898,9187
  237,5984.423,24.923,9187
  238,6009.429,25.006,9187
  239,6034.402,24.973,9187
  240,6059.339,24.937,9187
  241,6084.104,24.765,9187
  242,6109.133,25.029,9187
  243,6133.796,24.663,9187
  244,6158.643,24.847,9187
  245,6183.323,24.680,9187
  246,6208.063,24.740,9187
  247,6232.765,24.702,9187
  248,6257.304,24.539,9187
  249,6282.108,24.804,9187
  250,6306.613,24.505,9187
  251,6331.071,24.458,9187
  252,6355.737,24.666,9187
  253,6380.492,24.755,9187
  254,6405.397,24.905,9187
  255,6429.990,24.593,9187
  256,6454.719,24.729,9187
  257,6479.408,24.689,9187
  258,6504.245,24.837,9187
  259,6528.911,24.666,9187
  260,6553.534,24.623,9187
  261,6578.278,24.744,9187
  262,6602.945,24.667,9187
  263,6627.700,24.755,9187
  264,6652.491,24.791,9187
  265,6677.235,24.744,9187
  266,6702.113,24.878,9187
  267,6726.850,24.737,9187
  268,6751.530,24.680,9187
  269,6776.357,24.827,9187
  270,6801.616,25.259,9187
  271,6826.730,25.114,9187
  272,6851.284,24.554,9187
  273,6876.042,24.757,9187
  274,6900.271,24.230,9187
  275,6925.144,24.872,9187
  276,6949.642,24.499,9187
  277,6974.417,24.774,9187
  278,6998.853,24.436,9187
  279,7023.354,24.502,9187
  280,7048.019,24.664,9187
  281,7072.639,24.621,9187
  282,7097.198,24.559,9187
  283,7121.849,24.651,9186
  284,7146.587,24.738,9186
  285,7171.051,24.464,9186
  286,7195.688,24.637,9186
  287,7219.983,24.295,9186
  288,7244.756,24.773,9186
  289,7269.242,24.486,9186
  290,7293.896,24.653,9186
  291,7318.646,24.751,9186
  292,7343.072,24.426,9186
  293,7368.399,25.327,9186
  294,7393.283,24.884,9186
  295,7417.781,24.498,9186
  296,7442.423,24.642,9186
  297,7466.731,24.308,9186
  298,7491.438,24.707,9186
  299,7516.145,24.706,9186
  300,7541.107,24.963,9186
  301,7566.417,25.310,9186
  302,7591.274,24.857,9186
  303,7616.773,25.499,9187
  304,7641.642,24.868,9187
  305,7666.649,25.008,9187
  306,7691.678,25.029,9187
  307,7716.802,25.124,9187
  308,7742.092,25.290,9187
  309,7767.041,24.948,9187
  310,7792.257,25.217,9187
  311,7817.414,25.156,9187
  312,7842.559,25.145,9187
  313,7868.548,25.990,9187
  314,7893.442,24.894,9187
  315,7918.414,24.971,9187
  316,7943.646,25.233,9187
